IDENTIFIER,GSM14498,GSM14499,GSM14500,GSM14501,GSM14513,GSM14514,GSM14515,GSM14516,GSM14506,GSM14507,GSM14508,GSM14502,GSM14503,GSM14504,GSM14505,GSM14509,GSM14510,GSM14511,GSM14512
MLEC,1354.4,1302.4,1394.4,1367.4,2355.4,1386.1,1477.8,1651.6,1437.5,1183.6,1295.2,956.4,1025.6,1123.7,1055,977.7,1024.5,1251.9,1318
LASP1,6050.4,6701,6872.8,6914.6,6805,8331.6,8254.3,8818.3,7188.4,6643.4,6289.6,6628.3,6210.6,5814.7,6681.9,6587.7,6857.8,6658.6,6988.6
SF3B2,1733.8,2559.4,2345.3,2712.5,1567.8,1492.7,2196.6,1862.5,1352.9,1513.7,1890.4,2017.1,1418.6,1204.8,1533.8,1838.7,1593.8,1582.9,1717.8
TMEM59,5466.3,5405.6,5377.1,3903,5733.5,4197.8,4497.2,3646.3,3926.9,4915.7,5104.9,5787.1,4609.5,5061.6,4405.6,5014.6,5014.7,5080,5121.1
CSRP1,791.5,777.6,777.4,635,862,767.5,884.5,682.4,763.9,790.6,742.7,920,765.9,807.3,699.2,852.8,957.5,972.2,765.4
CALM3,484.4,438,475.9,499.6,383.7,597.8,649,535.4,634.7,508.6,433.2,450.3,580.7,552.5,478.4,323.9,608.9,640.2,581.2
CALM3,793.6,710.4,828.6,681.7,640.2,1422,1463.4,1587.5,876.1,861.4,865.8,933.9,688,717.6,775.7,761.1,845.1,956.4,840.2
MATR3,3484.6,2358.1,2375.8,1669.3,3596.2,1650.5,1587.3,1525.3,2116.9,2415.6,2928.5,3441.8,2549.6,3089.8,2680.5,3154.4,2457.9,2358.7,2296.6
CAP1,4784.2,4880.9,4879,4551.5,4401.7,5766.8,5856,6388.7,4198.7,4848,4989.9,5031.5,4146.4,4347.8,4116,5147.1,5313.2,5315.4,5546.5
MATR3,3628.3,3308.9,3276.7,2533.6,4017.2,3355.7,2816,3042.6,3021.7,3500.9,2933.9,3804.8,3587.9,3655,3393.4,3349.2,2921.3,3219.8,3094.9
PTGES3,8446.3,10109.9,10066.3,11093.5,8399.6,9129.2,9817.9,10051.4,10220.6,9319.1,9054,8897.2,10288.4,11004.4,11538.7,8407.1,8923.3,9381.5,9563.1
WARS,1179.4,693.8,768.5,812.9,898.6,573.6,566.3,571.3,778.2,667.1,881.3,1031.3,761,757.3,912.8,1200.3,822.1,880.1,875.2
WARS,1478.8,1232.1,1450.5,1090.7,1303,1226,1168.5,1195.4,1180,1028.3,1026.3,1179,1101,1094.5,1102.1,1667.4,1107.2,1192.6,1138.5
SET,6615.9,9396.2,9091.9,9927.1,6656.3,5309.1,6494.4,6971.4,6984.5,6770.2,9108.1,7284.9,6538,7001.9,7675.5,5798.8,6203.8,7806.9,7770.7
SET,6385.8,7982.3,8099.5,7792.9,6506.5,7460.8,7175.4,6897.5,6649.2,6444.7,5703.7,6223.8,6598.8,6443.3,6707.9,4999.3,6031.1,5954.5,6682.7
NDRG1,1161,1628.1,2028.6,1670,1243.9,2523.9,2569.5,2304.5,1711.9,1601.6,1966.2,1473.6,1311.1,1402.6,1388.3,1253.5,1807.1,1715.2,1573.9
UBB,18584.5,26060.4,26964.3,28935.2,18781.3,18339.1,19428.8,20385.6,23557.2,20836.9,22040.6,19175.9,21823.4,22402.9,21296.2,15239.3,18908.7,20442.8,19036.2
PFN1,2080.5,2274.3,2686.3,2529,2503,2550.6,2305.9,2481.2,1406.5,1732.4,1923.2,3311.6,2215.5,2040.4,2363.2,2716.8,3140.4,3206.3,3056.2
PTPRF,1356.7,1656,1479.5,1556.7,1140.6,1009.9,992.8,1056,1064.4,1029.5,1010.5,1502.3,972.1,911.4,922.7,1360.5,1221.8,1044,1153.2
PTPRF,2730.1,2931.7,2739,3251.1,3070.5,2605.5,2948.5,2739,2824.1,2836.4,2336.6,2927.6,2912,2601.2,2266.6,3566.2,2351.8,2394.2,2517.7
PTPRF,775.4,484.6,503.3,419.9,699.4,402.1,514.2,362.2,480.1,416.7,410.5,725.4,444.6,475.3,515.9,1098.1,419.9,486.5,470.6
YWHAZ,3625.2,3696.8,3438,3411.5,4347.1,1733.7,1856.1,1876.2,2448.7,3859.6,3921.3,5059.8,4525,4803.8,4261.2,4460.1,4438.2,4194.8,4100.7
YWHAZ,4475.9,6637.1,4854.6,5761.2,5106.6,4782.9,5055.4,6281.7,4206,6277.2,7954.1,4670.9,4865.1,5566.5,7854.4,5183.4,5083.6,7460,7150.3
YWHAZ,6018,5480.5,6713.9,7259.7,5393,4715.6,5465.4,4553.6,4741.6,5533.9,5488.7,6779.5,5564,6081,5980.6,5913,5559,5686.5,5643.9
YWHAZ,2419,1510.9,1566.3,1609.6,3119.4,786.6,775,751.5,2029.7,2252.4,2222.7,4008.3,3121.2,3372.8,3252.4,2778.9,2479.6,2671,2665.4
SOD1,6160.8,7474.3,7937.1,7971.1,6301.3,7911.9,8022.8,8057.6,6318.2,6747,5918.1,6996.3,5595.9,5843.1,5833.7,5656.4,7242.7,7874.4,7599.9
HDLBP,955.2,545.4,604,914.3,1109.4,1056.6,1215.4,1186.9,899.1,854.1,734.2,872.5,854.1,775.5,900.7,1143.7,568.9,554.7,773.5
MARCKSL1,3957.2,4903.1,4757.6,4495.3,4619.6,3815.5,4105.5,4194.2,4224.3,4033.3,3857.1,5117.6,3738.8,3659,4395,4922.9,4320.5,4680.8,4673.3
GABARAP,3371.9,3352.8,3059,2895.2,3645.2,3505.4,3317.7,3590.5,2954.2,2996,2990.4,3251.8,2252.4,2132.8,2068.7,2647.3,3679.4,2891.4,3160.3
NUCB1,282.3,122.3,65,155.5,304,222,237.4,241.9,256.1,178.7,192.9,300.2,152.1,209.8,220.2,385.3,201,222.5,230.8
EIF3CL,11996.7,11275.9,12134.9,12059.5,9787.4,10221.4,10412.6,10561.5,10854.7,9924.6,11200.5,9850.8,9285.4,8505.5,9410.9,9799.1,9871.2,10704.1,10739.6
GLUL,252.9,75.3,64,68.4,296.9,96.7,93.8,106.2,100.4,144.4,128.3,218,194.3,211.1,243.7,259.1,114,130.1,131.3
NUCB1,663.3,488.2,419.1,479.1,622.8,858.3,954.6,863.3,561.1,537,515.7,699.6,417.6,405,403.8,762.8,563.5,544.3,545.8
LDHA,14011.7,20084.3,19600.5,22390.2,14095.2,15720.6,18170.3,18973.7,16689.6,16911.4,19279.2,14874,19506.7,18997.5,21158.3,12760.1,16583.5,19175.7,20219.1
GNB2L1,14139.3,23487.9,22871.7,25438.3,19311.4,17776.3,19148.2,21005.7,15756.9,16649.3,19973.5,16984.7,21946.2,20577.5,22026.5,15161,19721.7,21330.4,23671.7
SSR2,1860,2634.1,2562,2424.2,2378.5,2349.8,2350.5,2296.1,2154.8,2119.6,2661.4,2380,2125.8,1919.3,2120.1,1850.1,2661.4,2577.4,2696.1
CALM1,2257.1,2179.1,2420.8,2275.9,2611.2,3428,3426.3,3676.4,2786.5,3181.4,2630.5,2598.3,2553.5,2447.3,2699.7,2704.2,3539.7,2534.5,2596.8
P4HB,8049.2,9708.2,9248.7,8485.8,8340,9634.6,9561.1,10537.1,7728.6,8105.8,7856,7744.8,8061.3,7383.6,7168.8,7871.1,9144.8,9466.4,9646.6
CALM1,2533,3109.6,3080.6,2781.8,2342.3,1619.1,1972.8,1920.4,2569.3,2489.5,2596.1,3186.1,3008.1,2929.3,2790.4,2093.3,2937.2,2746,2989
P4HB,3561.1,2210.7,2164.4,2531.1,3483.3,2512,2668.3,2481.3,3005.8,2683.1,2924,2972.9,2641.4,2702.4,2694.2,4103,3301.8,2988.9,3176.5
SLC25A5,13193.8,17077.9,19480.1,19795,11657.9,14958,16883.3,13704.2,18076.6,13413.3,14675.6,13836.9,16476.9,15900.3,18460.4,12863,14213.5,16696.3,16021.2
PHB,3340,3344.3,3142.3,3061.3,3796.4,3046.6,3137.8,3193.4,3656.5,3574.8,3899.7,3462.1,4143.3,3686.1,3491.8,3165.9,4302.7,4212.7,3692.9
PHB,1244.3,1287.8,1137.9,1285.9,1294.5,1501.4,1451.7,1537.6,1149.2,1172,1284.2,1302.1,1383.2,1135.8,1348.6,1047,1241.5,1423.2,1347
S100A11,8742,7390.1,8105.1,9273.1,7454.9,6281.3,7522,7859.9,5461.3,6354.8,7288.4,8193,5343.3,5375.4,4296.3,9031.2,8423.1,8291.8,8052.4
CTSA,1553.3,1582.9,1739.2,1684.1,1796.5,1745.3,1835.3,1581,1951.9,1513.2,1572.6,1613.4,1444.1,1490,1266.6,1540.9,1437.9,1659,1433.9
TOMM20,2671.8,2288.7,2476.6,2151,2518.9,2871.5,2830.6,2572.9,2126.6,2716.8,2229.2,2859.9,2871.5,2525.4,2666,2210.4,2256.9,2214.8,2102.2
CD63,10767,13185,14725.9,15783,12313,12221.6,15141,15882.9,14904.1,13216.7,12141.3,11921.7,12587.9,11239.8,12081,11190.3,11993.7,12797.4,12868.2
DNAJB1,1123.9,534.1,579.3,667.2,860.2,412.5,455,502.6,823,747.2,865,1232.2,769.7,787.1,1036.1,1108.6,613.6,547.6,774.8
SPARC,20.5,6.1,12.5,5.6,7.8,12.2,8,10.3,9.3,10.2,8.3,4,38.7,6.1,8.3,5.3,7,5.8,4.7
DNAJB1,2161.5,2151.7,2224,2257,2189.3,2320.1,2335.4,2298.4,2400.4,2404.5,2176.2,2451.4,2064.1,1956.2,1964.2,2119.3,2165.1,2089.2,1967.9
UBE2D3,1859.2,2495.4,2321,2678.5,1940.2,1648.7,1898.3,1878.5,1878.7,2079.4,1846.6,2069.1,2530.2,2503.6,2634,1914.8,1984.9,2142.6,2415.3
UBE2D3,4601.8,4345.1,4326.8,4182,4667.1,3873.8,4455.7,3856.4,4359.4,4942.7,4939,5051.2,5031.6,5019.7,4856.4,4826.1,4612.9,4757.7,4774.4
UBE2D3,1945,1676.9,1710.5,1625,2544.9,1283.9,1329.7,1370.2,1647.5,1903.8,1837.2,2346.1,2189.3,2027.3,2172.1,2313.9,2141.7,2058.7,2109.9
XBP1,1764.2,2243.6,2192.6,1886.9,1982.2,1885.2,1791.7,1804.5,1973,2376.4,2340.1,2220.5,2096.3,2259.4,2303.7,2188.3,2525.2,2028.3,2546.9
SPTBN1,453.1,748.2,467,712,937.4,196.6,220.8,420.9,614.6,432,578.3,920.7,640.9,592.3,456.2,673.6,407.6,671.2,678.6
SPTBN1,673.7,1196,1314.4,1181.3,1024.2,528.1,371.1,456.5,908.2,928.9,781.3,1388.1,1135.4,887.8,1029.1,917.6,1178.4,1212.9,1355
LAPTM4A,7556.8,7368,7819.9,7128.2,5713.5,5965.9,5225.2,5323.7,7989.8,7015.7,6501.5,7561.7,6556.1,7030.3,7892.6,6640.6,6362.2,6403.1,7320.7
RPL32,18155.8,23325.8,23757.7,27717.1,20630.1,19096.5,22340.7,26275.9,16890.7,17015.4,22395.7,19904.9,19493.8,19553.3,21879.8,16943.9,17221.5,21659.8,23477.7
CD81,3791.5,3539.1,3264.5,3309.1,3493.3,4025.4,4465.1,3569.5,2951.9,3089.3,3351,3537.5,2429.1,2321.4,2387.9,3265,3739.7,3739.2,3487
UBE2L3,403.2,431.7,344,355.7,448.2,433.3,396.7,468.6,424.2,348.3,360.9,403.3,342.3,372.3,278.6,433.6,369.7,500.9,295.2
PTTG1IP,6649.1,6326,6327,6521.5,5701.1,5125,5331.9,5300.8,4918.9,5419.6,5674.7,5806.4,5964.8,5663,5693.7,5419.1,5931.7,5358.5,5817.3
GRN,5756.4,2938.4,3101.2,3215.7,4289.6,3451.6,3548.1,2938.9,2816.1,2774.3,2624.7,4646.2,2305.1,2440.8,2327.1,4794.4,3002.7,2886.4,2537.7
HMGB1,2519.4,3575,3505.8,3769.1,3457.6,2004.5,2255.2,2475.1,2301.1,2757.5,2892.3,2910.5,3070.1,2932,3301,3293.6,2859.1,2901.6,3244.1
HMGB1,9620.1,14089.3,14501.6,12995.4,10220.6,10311.6,12807.2,10557.3,9858.9,11024,11564.9,11628.8,12706.2,12620.2,12774.8,9754.6,9808.2,10840.3,12413.2
GLO1,6280.8,8204.4,7885.4,10140.3,5856.6,8106.9,8825.7,8180.9,7465.1,7689.4,8222.9,6203.2,6830.7,7168.5,7838.2,5526.3,7388.4,7867.6,8114.5
UBE2L3,2411.1,4118.2,3302.4,3945.3,2920.9,2579.6,2713.2,2830,3754.1,3407.2,3476.1,2843,3283.6,3198,3480.2,2939.4,4056.5,4047.3,4234.1
UBE2L3,1336,1135.5,1241.5,1397.5,1195,1157.8,1220.8,1108.1,1307.4,930.1,1086.8,1024.2,1609.1,1149.5,1156.6,1522.6,1320.7,1354.9,1357.2
UBE2L3,977.3,612.2,653,880.5,730.8,684.7,848,767.6,812.9,780.1,699.2,799.8,786.1,724.1,608.7,797.7,859.8,728.2,765.7
SRSF11,152.9,97.7,180,136.7,111.2,131.9,122.7,102.2,109.5,114.4,108.5,143.4,155.9,209.5,119.4,133.7,78.8,85,80
SRSF11,2101,1300.5,1554.5,1345.3,1828.5,2316,2104.7,2006.6,1711.8,2789.6,1593.3,2719,2584.3,2390.2,1948.6,2240.5,1717.7,1793.3,1494.4
SF3B3,1436.3,1336.3,1419,1464.8,1202.2,1233.7,1525.5,1388.4,1339.9,1220.1,1204.6,1266,1047.7,1126.8,1081.7,1300.5,1102.7,1046.3,1055.5
SF3B3,327.3,304.6,266.6,348.7,285,301.1,306.6,313.1,322.1,318.9,268.6,208.1,308.5,268.7,321.7,254.8,288.9,299.8,258.2
EEF1G,16249.2,25948.8,23761.5,31309.7,18633.5,16853.5,23446,24961.5,19862,19305.5,26816.6,19910.3,24299.1,24742.6,25823,17076.9,17300,22926.4,25100
HSPA9,526.7,912.6,811.5,796.5,666.6,749,722.3,888.2,602,772.2,640.4,527.8,896.4,841.1,828.7,439,679.4,724.9,614.8
HSPA9,3784.5,3162.6,3473.3,2947,2909.2,2567.2,2364,2369,3118.6,2996.7,2864.9,3908.2,3325.4,3123.4,2873.4,2736.8,3353.4,3206.8,3009.9
HSPA9,2231.7,2404.9,2353.8,2214.9,2133.2,1697.1,1555.2,1763.8,2185.7,2119.5,2068.3,2509.6,2564.6,2370.7,2159.7,2156.4,2247.4,2302.3,1880.9
YWHAQ,8512.4,6567.6,7631,6854.8,7244.3,7270.4,7064.8,6112.6,7549,8495.2,7837.4,8184.7,8087.2,8033.9,7212.8,7786.4,7712.8,7831.7,7076.5
DDX24,1703.2,1663.8,1471.4,1519.1,1528.2,1648.8,1606.3,1615.3,1800.5,1639.5,1761.6,1770.3,1578.5,1678.1,1532.5,1688.9,1840.4,1909.4,1717.9
PPP2R1A,1256.7,1296.8,967.4,982.2,1229.1,1226.4,1390.7,1424.9,1018.2,1014.3,1163.8,1198.9,1049.3,977.1,1081.7,1947.4,1013.4,1090.2,1065.1
GSN,1021.1,1042.7,1064.2,1157,1248.6,1385.1,1144.3,1453.7,1455.1,1344.8,1185.4,1420.4,1096.3,1108.5,1129.6,1301.2,1466,1190.2,1175.7
HK1,1190.3,1370,1444.6,954.5,1151.5,1498.1,992.3,1088.4,1018.1,1036.5,883.5,989.6,943.9,967.4,893.6,1328.8,1000.4,984.7,1161.6
KDELR2,3593,3103.9,3007.7,3807.6,3919.9,2807.7,2645.5,2373,2856.8,3087.3,3112.5,3918.2,3368.5,3236.3,3493.2,2973,3343.6,3172.2,3721.9
KDELR2,3155.9,3745.1,3891,4072.4,3145.9,3777.9,3834.5,3625.4,3230.9,2658.4,2793.3,2974.2,2266.3,1783.3,2058.3,2808.9,2893.4,2869.4,2594.8
KDELR2,4152.4,3946.8,4086.6,3585.5,4912.4,2887,3192.7,3282.4,3357.2,3420.9,3894.8,5068.2,4113.2,3837.5,4073,3820,3780.1,4178.5,4211.2
NPC2,2188.9,2572.1,2230.9,2404.2,3105.1,2755.5,3183.3,3169.1,1880.4,2227.7,2641.3,3187.5,2284.9,2108.5,1995.8,2403.5,2670,2708.2,2634.7
DDX24,367.3,406,680.9,689.2,348.5,147.2,225.3,166.6,269.4,268.2,236,672.3,169.5,239.3,259.5,585.7,380.9,393.3,323.7
DYNLL1,8101.9,11661.8,8652.1,11494.7,8154,9898.8,7908.2,10816,12427.1,10660.1,11222.8,9860.2,8134.1,9407.9,9906,8853.7,10773.6,10856.8,10460.8
LITAF,4740.2,3109,3301.8,3402,3437.4,3337.2,3868.5,3920.6,2762.1,2952.8,3136.5,4372.6,2893.1,2907.5,2815,3779.7,3242.4,3457.8,3151.5
EEF1B2,12626.3,15548,16561.3,15254.1,11047.4,14487.8,14452.5,13314.5,14021.1,14714.3,12996.5,12693.6,12059,14873.4,12208.3,10411.7,14521.7,14811.7,12648.7
LITAF,1545.6,959.9,1012.7,1180.9,1709.8,699.1,1033.6,1226.1,843.8,814.5,749.1,1188.4,896,1487.8,1018.9,1117,922.2,985.5,775.9
PRKCSH,1010.8,508.7,540.5,790.6,878,1117.6,1372.9,1267.8,674.3,628.4,873,1161.9,676,585.1,716.7,1019.7,651.7,716.3,823.4
GOT2,1555.6,1024.7,1799.4,1817.5,1693.2,1645.3,2002.8,1515,1541.9,1655.1,1419,1664.8,1312.3,1303.6,1622.1,1819.8,1820.3,1605,1884
FKBP1A,2422.7,4048.8,4005.8,2667,3594.8,4891.2,4401.8,4768.2,3093.3,3577.4,3363,3362.5,4454,3603.4,2834.5,2929.2,4240.6,3621.1,3885.1
ACADVL,856.4,1012,964.1,968.5,1319.6,1460.1,1461.1,1674.2,1032.2,1129.1,925.8,1035.1,996.5,792.2,959.9,1107.9,1198.4,1220,1141.9
SKP1,2670.8,2885.3,2837.5,2064.9,3003,3026.6,2820.3,2503.1,3648.1,2804.9,2531.8,2887.5,3091.7,2964.8,2784,2804.9,3105.1,2959.5,2492.8
MAPRE1,2310.8,1284,1403,1387.8,2078.8,872.8,1011.6,916.5,1352.8,1712.2,1856,2278.4,2307.1,1957.4,2093.8,2010.2,1786.1,1588.7,1595.7
MAPRE1,6249.7,7993.3,8318.2,7766.2,6398.4,6697.1,7232.5,6924,7725.7,6881.4,7329.3,6763.6,7652.3,7977.8,7128.7,5732.5,7580,7806.8,6850.9
OS9,2441.2,1610.6,2039.1,1884.7,2307.4,2903.9,2899,3115.4,2857.8,1854.5,1866.5,2659.1,1742.9,1671.2,1636.3,2563,2140.4,2184.7,1892.9
RPL13A,12836.8,14099.4,14862.6,18921.3,13809,15291,16954,18116.7,15359.5,15244.9,15695.2,12473.2,14525.5,13524.6,14999.9,11609.8,12174.7,13702.4,17388.8
RPL13A,21645.2,31567.5,28793,39381.2,29664.6,22897.1,26835.2,30638.9,27542.9,21995.8,32416.8,26135.2,28720.6,26279.6,30329.7,24521.4,22694.3,28306.1,34705.5
RPL7,31910.9,43273.9,40576.6,45489.4,31793.3,33255.4,34565,40721.8,28437.8,34695.9,34848.4,33813.1,34017.9,39320.2,36665.8,31299.1,31358.8,31519.2,34373.1
SKP1,8532.9,11193.8,11158.5,10200.1,10010.3,9664.1,8904.4,9937.4,10461.9,10983.2,8009.8,10021,10331.8,11511.5,9559,9041.8,10593.6,9547.6,8536.4
SKP1,390.9,390.3,415.2,383.5,358.7,383.4,432.8,286.5,349.9,375.9,301.8,408.2,414.5,445.1,371.2,394.9,378.8,374.9,340.6
ACTR1A,427,328.9,360,495.8,354.9,347.3,378.5,360.4,329.7,366.1,408.1,473.8,346.5,389.2,454.8,417.1,351.8,361.4,422.8
ACTR1A,433.5,373.3,370.8,453.4,361.1,448.3,523.4,570.8,399,354,361.1,369.4,304.1,320.4,352.3,403.2,377.8,456.7,398.8
CAPRIN1,1932.9,1366.5,1343.9,1233.6,1877.2,572.9,546.7,822,2219.9,2271.1,1962,2233.4,1902.3,1617.4,1772.4,2352.5,1665.1,1736.7,1690.2
CAPRIN1,7062.5,5299.5,5070.4,4430.3,5080.1,3090.9,2798.9,2787.2,5069.4,5788,6008.1,5984.3,5878.5,6170.2,5683.6,5646,4891.4,4212.7,4895.5
RPL10,292.1,178.5,199.2,208.5,202.2,176.9,255.3,196.9,306,188.3,195.5,127.6,199.9,197.9,280.7,192.7,207.7,197.9,176.4
RPL10,15470.2,22060.6,23419.2,24254.5,17359.1,17619.2,19794.4,23334.5,18999.3,18112.3,19989.5,17834.2,18420.5,18831,19628.2,14613.1,17288,19354.8,20395.2
PPP1CC,2880.9,4749.9,4994.7,4252.5,3434,3960.8,4177.3,3742.4,3630.4,4312.7,4161.5,3025.4,4993.9,4719.7,5542.5,2768.9,3763.1,3585.3,4755
ACTR2,880.1,822.4,872.7,984,581.4,586,562.3,691.4,837,777,725.1,686.8,1129.5,1132.8,1009.8,823.7,816.6,950.4,868.3
ACTR2,3052.3,3015.6,3116,3068.6,3109,2229.8,2249.4,2210.9,2971.5,2518.8,2426.2,3352.6,2899.9,3090.8,3111.6,3530,2365.7,2355.6,2241.7
ACTR2,2069,1968.8,2153.1,1854,2670.8,1791.2,1431.2,1275.9,1689,2579.6,2080.3,2356.9,2659.9,2823.6,2401.9,2325.4,2429.3,1986.7,2101.9
PTP4A1,463.6,579.9,599.5,513.3,408,199.2,166.9,156,414.9,593.3,556.1,755.1,680.9,716.5,614.8,664.9,790.2,725.3,734.3
PTP4A1,506.1,527.7,510.3,556.9,831.8,431.1,425.8,481.1,568.4,536.6,517.1,753.7,642.3,731.1,597.4,779.5,568.5,591.9,737.9
PTP4A1,1382.3,1255.1,1319.2,934.7,1425.3,1275.3,1443,1315.7,1102.9,1213.9,1226.6,1429.6,1163.8,1234.5,1148.8,1361.3,1192,1286.5,1291.3
PTP4A1,861.7,903.2,884.3,773.7,1012.7,1002,865.8,1008.7,614,1191.6,1271.2,1188.9,1110.8,1384.9,1307.4,789.1,1035.6,1129.8,1008.1
ARF3,1074.6,1205.9,1135.8,1096.5,1047.3,1287.2,1062.1,1143.7,1166,1089,1185.7,1094.6,836.4,1006.2,857.8,1207.4,992.9,1197.2,1069.5
NACA,12862,16772.9,17473.7,19075.2,16110.3,14828.3,15577.4,17695.5,13981.5,15362.6,15016.4,17254.6,15757.2,15965.8,17399.7,14009,15125.8,15327.7,18216.6
GPX1,1694.7,1705.1,1780.5,1963.1,2073,1489.9,1713.3,1799.9,1497.3,1542.2,1844,2146.8,1534.1,1579.5,1493.4,1581.3,2279.9,2146.9,2341.3
PGK1,3106.3,4071.6,4070.3,2857.8,3326.4,4940.6,4164.2,3847.4,4845.3,4882.6,3317.8,3077,4310.8,3428.1,2954,3134.6,4876,4200.3,3872.7
PGK1,10043.4,13987.3,13161.4,12719.8,9939.8,12444.9,13455.6,13798.2,10424.2,11906.8,12903.1,10584.1,12993.7,12820.8,13429.3,9290.5,10701.1,12468.7,13881
SUMO3,573.1,429.1,517.9,440.4,680.4,501.3,508.7,556.3,453.4,576.3,674.2,635.8,579.9,605.5,604.9,516,601.7,465.1,462.4
SUMO3,2559.2,2490.5,2486.3,2071.5,2464.6,2752.2,2736.6,2754,2374.8,2424.3,2501.2,2273.2,2622.9,2322.1,2277.8,2373.9,2389.5,2602.4,2111.2
RPS27,19871.4,24231.1,24386.6,29212.4,20053.2,19583.4,23068.2,25314.5,17704.2,20258.7,23316.6,23696.7,19656.1,20048.7,22711.7,17664.2,17527.8,21375.9,23386.8
TPP1,2126.3,1341.1,1359.1,1240.8,1656.5,990.8,1051.9,1050.1,1188.5,1218.1,1333.7,1891.2,1374.4,1436.1,1370,1519.5,1297.2,1183.9,1266.9
TPP1,1749,1424.6,1417.1,1458.3,1508,1327.7,1337.9,1270,1158.3,1329.8,1074.7,1483,1287.7,1125.7,1235.6,1103.6,1170.7,1145.6,1162
GNB1,1399.3,1378.1,1303,1508.5,1484.1,887.3,910.8,976.3,1594.4,1530.2,1650.6,1394.8,1597.7,1518.4,1636,1779.7,1587.6,1561.2,1583.2
GNB1,2985.5,4744.5,4910.3,5461.6,2550.9,2247.1,2084.8,2089.4,3735.2,4459.5,4327.9,2729.1,3171.9,2923.7,3116.9,3815.9,3795.2,3988.1,4022.7
GNB1,3592,3755.7,3343.4,3997,2585.4,3535.7,3661.3,3386.5,2984.4,3061.2,3398.4,3578.1,3152,2719.7,2909.6,3356.8,3682.8,3338.7,3507.3
NUMA1,631.3,409.4,452,528.6,464.3,594.8,637.7,640.4,461.5,387.5,400.7,533.7,340.8,347.9,493.3,480.1,431.9,315.9,315.2
FTH1,6152.7,7865.8,7526,6806.9,8940,8634,8899.9,9496.3,5451.9,6848.2,7711.3,7829,8054.3,7378.2,7684.6,7580.7,6767.6,6599.6,7684.1
BF112006,2861.4,3482.6,3146.3,3154,3003.7,4114.1,3529.7,3393,3072.9,3504.7,3649.1,3033.1,3719.7,3751.9,3718.4,3076.5,3580.2,3719.9,3781.8
RAN,11234.6,13025.2,13234.1,13231.1,11821.7,14001.4,13582.9,12140.3,12251.8,12280.2,11469.6,12511.5,12666.6,11736.3,13703.5,10817.4,11942.9,11949.4,12221.8
HNRNPC,1288.7,975.7,1162.3,1152.8,1502.1,639,771.5,814.1,1491.4,1439,1301.9,1427.3,1786.1,1786.2,1969.4,1494.9,1834.9,1729.1,1770
CAPN1,251.8,288.9,513.3,385.4,349.7,415.7,487.4,471,555.3,370.7,389,353.3,344.4,357.3,467.8,460.9,470.3,407.6,497.7
SRSF2,1707.6,1468.7,1476.4,1543.3,1747.8,1392.1,1346.3,1261.4,1510.4,1780.8,1676.2,1573.5,1815.3,1756.8,1907.6,1750,1661.9,1807.2,1729.9
SRSF2,8094.8,8534.9,7615.1,6551.1,7266.2,10278.6,11486.7,12338.9,8806.8,7721.5,7472.1,7790.7,9212.4,8639.1,7875.6,8381.9,8653.8,9306.3,7681.9
CALU,864.4,375.9,331.4,614.2,674.2,409.9,423.7,699.1,658.3,616.2,683.3,867.3,480.8,570.6,583.6,867.2,434.1,407.6,479.1
CALU,655.7,365.8,340.5,408.2,752.7,299,344.5,281.4,429.5,375,438,624.8,420.6,414.2,394.8,751.4,353.4,485.3,480.8
CALU,1815.6,1683.1,1702.8,1709.7,1799.2,1329.4,1325.7,1341.5,1469.6,1455.8,1460.8,2044.7,1614.1,1696.5,1428.6,1696.2,1635,1547.4,1405.7
NFE2L1,1182.6,969.4,905.1,1049.2,1236.4,1357.9,1248.3,1306.4,1049.8,1085.6,1122.9,1479.6,1058.3,1062.9,999.2,1470.5,1260.8,1194.4,1268.3
NFE2L1,2473.3,2751.6,2816.7,3378.8,2608,3164.5,4712.9,4418.4,2970.2,2208.5,3215.7,2227.5,2094.3,2022.2,1874.2,2499.2,2613.5,2764.4,2932.2
ARL6IP5,2092,2444.3,2351.6,2270.6,2582.1,1303.7,1170.7,1271.5,2191.6,2463.5,2488.7,1949.4,2040.8,2060.4,2164.1,1916.3,2260.4,1964.9,2026.9
ARL6IP5,6231.8,6185.1,6051.1,4906.2,6383.1,6454.5,6016.6,5884,5557.4,7204.9,6603.8,6673.8,6589,7088.1,4644.2,4281.5,5701.5,5179.3,5177
DPYSL2,1942.4,3198.5,3277.3,2849.8,2313.4,2844.5,3053.9,2776.1,1808.1,2486.9,2860.2,2263.8,2690.1,3092.2,2950.6,1833.4,2296.3,2665.8,2256.4
RPLP1,19820.6,24530,26576.9,32891.3,21623.6,21428.2,26078.7,26968.3,21432.1,20634.7,23715.3,23791.5,21249.5,23017.5,25544.2,21291.6,19099.5,24122.6,24818.2
CTNNA1,3069.2,2811.1,2730.5,3000.7,3467.2,2589.8,2667.6,3209.8,3498,3474.5,3763,3212.3,3466.8,3620.3,3578.4,3780.9,2702.7,2923.4,2911.4
CTNNA1,6226.6,7864,7435,8159.4,6996.5,7034.8,7897.7,7716.2,7214.1,7502,7334.1,6873.3,8034.4,7839.9,7866.2,6880.3,6099.3,6427.4,6466.7
CTSD,734.9,467,426.3,400.5,635.2,783.5,773.5,802.8,607.9,644.3,659.1,828.9,563.1,488.5,652.5,710.7,625.9,572.9,696.1
