IDENTIFIER,GSM14498,GSM14499,GSM14500,GSM14501,GSM14513,GSM14514,GSM14515,GSM14516,GSM14506,GSM14507,GSM14508,GSM14502,GSM14503,GSM14504,GSM14505,GSM14509,GSM14510,GSM14511,GSM14512
TACC1,6.7,3,6.3,5.4,20,7.6,7.3,11.2,6.1,5.9,12.4,3.7,4.1,13.4,6.9,6.6,4.5,6.4,7.1
MC2R,39.4,39.8,26.7,13.8,14.9,70.9,73.8,115.9,19.1,13.8,20.3,10,62.6,15.4,59.6,11.9,21.1,43.4,47.6
Y15916,94.6,61.3,67,40.4,139.5,77.8,78.3,77.9,146.7,50.5,121.9,63.6,62.9,86.7,82.1,62.5,16.4,40.3,47.9
HLA-J,1745.4,951.2,913.3,740.2,1958.5,1766.4,1736.1,1084.5,1374.1,1426.8,1192.9,2070,1386.7,1300.6,1015.9,2135.7,1344.4,1456,1275.7
TACC1,229.6,65.6,91.4,103.7,185.3,51.1,59.8,96.8,56.6,103.4,60.9,224,84,128.3,119.8,248.8,45,71,97
D25272,8.4,37.5,3.4,72.4,20.9,20.9,4.3,8.6,15.5,5.8,19.9,5.2,45,15.6,9.5,8.5,6.4,7.8,8.5
AL122122,93.3,60.1,130.3,81.1,96.3,139,161.3,28.6,146.9,65.9,113.9,82.8,111.2,78.3,106.1,134.5,82.2,103,77.2
AL049342,20.2,3.3,27.1,42.7,31.7,16.3,48.5,17.9,43.8,16.7,20.7,8.2,25.8,14.3,37.5,9.3,25,2,36.3
USP33,145.7,58.6,65.2,99.6,81.9,60.4,50,66.9,107.1,120.2,140,90.1,146.9,143.8,151.6,132.8,94.6,113.8,66.6
CADM3-AS1,21.5,25.5,12.4,14.2,12.2,23.3,14.4,19.9,41.4,12.1,28.5,16.3,31.7,14.3,22.6,23.4,20.7,14,21.7
AL080152,16.2,17.5,36.5,57.9,9.7,8.5,3.5,55.9,15.7,3.5,38,2.1,4.9,5.2,5.8,3.9,2.6,8.2,1.9
AL080086,16.5,11.2,6.3,6.3,12.9,34.9,25.6,8.1,8.7,9.1,14.6,20.2,9.8,7.9,24.8,13.6,16.1,13,13.2
GART,160.5,110.6,101.6,147.5,196.5,74.2,83.4,58,143.8,166.7,172.9,120.4,202.5,231.7,210.7,208.8,103.1,110.7,142.4
AL080160,168.2,146.2,146.4,223.6,119,104,174.7,138.4,127.9,117.4,188,158.3,104.6,156.2,288,119.3,78.2,110.2,127.9
MAG,51.9,28.9,80,69.7,23.1,94.5,16.7,85.8,65.3,83.5,23.6,6.5,41.7,52.2,121.6,82,57.1,26.6,53.3
TOX4,180.9,65.7,81,99.7,154.5,100.7,58.6,140.2,93.1,93.1,139,112,153.9,213.3,221.9,144.3,122.4,112.3,119.9
AL137284,124.5,73,64.3,120,109.6,303.7,112.2,197,182.2,133.3,70.5,68.8,92.9,69.7,127,91.2,143.8,142.4,105.8
AGFG2,23.8,15.9,47.1,36.3,122.5,83.7,104.9,83.8,74.6,76.5,113.7,90.9,60.8,141.3,143.7,19.5,102.4,80.5,82.1
217451_at,4.6,2.7,7.1,5.2,5.9,8.6,3.1,3.8,6.7,6.4,3.1,3.1,4.8,4.2,4.9,3.4,3.4,8.7,3.5
B3GALT2,20.7,0.7,9.8,2.4,12.4,13,0.2,8.5,20.2,28.1,1.6,3.1,0.2,1.8,0.9,1.5,7.2,28.8,2.8
AL133089,112.8,103.3,124.6,283.2,136,95.1,105,140.4,129.2,143.4,52.3,92.9,209.1,183.8,135.8,141.5,57.6,132.7,243.4
217454_at,23.8,42.6,9.1,10.6,8.9,48.9,7.8,11.8,9.2,53.3,5.1,48.9,31.4,6.4,20.5,9.6,14.8,9.9,23.7
SSTR2,117.6,78.9,96.1,120.8,86.5,96.2,62.2,74.9,156.4,76.2,103.4,15.2,81.4,88.4,71.8,99.2,61.3,103.7,86.6
HLA-E,1291.3,962,960,968.6,1847.6,989.1,1187,1297.4,979.3,902.7,896.7,1565.7,984.4,1139.8,961.3,1459.8,1009.9,1073.3,952
RAP1GDS1,313.5,293,344.7,224.3,476.7,299.4,334.8,250.7,394.7,181.9,246.4,291.4,236.4,151.2,175,197.2,322.6,306.9,297.5
AL137435,23.8,24.7,22.6,28.3,26.4,67.4,22.9,30.6,36.5,16.4,41.7,16.5,27.2,90.9,25.9,78.9,17.9,14.7,20.8
AL137292,7.9,47.5,76.4,29.3,11.6,22.5,42.2,132.9,41.6,33.8,84.3,57.3,63.3,10.7,63.1,29.1,46.1,25.1,67.2
TNP2,49.9,16.4,7.8,18.1,6,3.8,30.1,24.3,17,6.6,24.1,6.2,5,25.7,41.4,5.4,8.7,6.2,13.3
BTF3,133.2,132.9,151.5,187.2,251.8,152.2,85.4,215.1,148,150.9,157.6,169.4,190.4,150.6,196.9,133.6,117.8,122.7,185.9
MYRF,35.6,51.4,26.6,87.6,28.6,21.8,95.7,52.1,60.9,54.6,5,9.6,40,5.7,80.7,9.5,30.5,22.9,42
MYRF,17.8,3.8,8.3,12,7.2,53.2,8,10.6,13.8,5.6,6.9,9.6,10.9,7.7,10.8,10.1,6.6,6.9,14.3
L48784,12.4,4.4,7.6,72.4,8,24.1,12,11.9,13.6,6.5,34.5,21.1,43.6,10.8,16.7,10.6,7.9,28.1,17.6
NCKAP1,280.8,191.4,183.9,196.5,380.2,119.9,104.1,100.1,324.9,279.8,290.3,375.4,379.2,466.1,401.4,254.4,321.5,296.4,207
RPS2,11032.1,15031.2,13904.9,2409.2,13278.5,13957.3,14157.9,11958,2104.1,13040.1,5808.1,13006.4,14922.5,15971.3,6923.6,10192.4,13680.9,15324.7,15243.8
BTF3P13,107.2,124.3,125.3,75.8,92.2,143.5,192.9,103.1,112.6,55.8,106.5,110.7,153.8,98,92.9,93.9,92.1,123.7,132
CYP2D6,76.7,140.3,100.2,117,137.6,121.6,117.4,153,144.9,112.9,74.6,102,110,110.5,136.8,63.2,100.2,148.3,120.6
IGHA1,127.9,13.6,12.6,61,26.1,10.4,19.4,13.1,24.3,13.8,21.9,16.4,63.3,94.5,7.1,6.9,21.1,20.7,124.7
AL157490,44.2,50.4,11.1,27.6,95.9,22.5,6.1,11.1,87.7,31,5.5,4.4,9.8,5.2,14.7,46.9,3.2,9.8,31.4
LINC01482,126.9,153.2,43.9,131.1,65.4,94,62.6,23.6,82.6,142.1,77.4,25,79.9,84.6,113.4,80.9,104.8,106.4,134
J02963,26.2,14.9,85.1,25.2,108,30.7,18.2,30.3,14,38.2,84.7,13.3,20.8,24,27.1,43.6,43.9,7.3,10.1
SLC11A1,236.7,191.7,215,227.3,340,217.7,308.2,198.4,259.9,197.9,280.6,343.2,330.5,316.7,284.9,340.7,126.2,317.3,300.4
LINC01482,91,97.6,95.2,71.5,118.3,105.2,161.1,96.6,167.3,118.9,122.6,77.6,118.3,126.7,123.2,122.2,95.7,87.9,114.1
LIMK2,67.6,29.3,39.2,32.9,71.1,105.4,35.4,65.9,82.6,51.6,71.8,38.7,63.8,72.4,72.5,80.9,73,36.5,67.7
NR1D1,17.4,12.6,7.3,16.3,14.3,9.9,18.8,16.9,25.2,16.7,23.4,15.6,17.8,15,22.4,15.1,19.7,11.6,32.2
PIP5K1B,57.2,105.4,133.9,111.2,136.4,74.1,82.9,93.3,142.6,55.1,116,28.7,55,37.6,73.5,75.6,86.9,118,79.7
HLA-DMA,1302.9,1350.6,1464.3,1517.4,1114.5,1229.9,1218.6,1096,1327.8,1162.9,1262.1,1133.2,1161.9,1279.3,1140.5,1077.6,1414.1,1422,1262.7
AL110201,52.1,33.4,80.6,43.2,115.5,52.7,42.8,50.5,125.8,58.6,55.9,31.8,79.2,73.8,94.5,46.7,71.4,44.1,64.8
IGKC,285.1,166.5,223.6,262.4,240.6,231.3,215.5,332.5,268.3,242.2,177.9,192.9,286.7,307.1,195.1,218.2,164.3,227,148.4
AL110201,57.7,68.6,81,113.7,84.4,81.2,62.7,93.1,89.5,55,91.7,72.3,82.5,94.4,97.8,52.8,71.9,48.7,58.9
AK021987,210.2,191.8,163.3,157.8,221.3,177.8,137.4,214.5,245.5,155.5,130.9,156.1,233.3,214.7,183.8,175.5,160,200.3,167.3
FOLH1,107.1,62.7,46.7,80.1,67,37.7,36.9,74,194.6,33.6,56.9,85.9,53.8,176.9,133,60.5,98.6,79.3,30.7
CR1,105.1,85.8,216.5,114.6,137,167.9,121.3,151.8,110.6,106.2,158,110.4,183.6,152.5,179.5,137.5,191.5,113,101.5
PMS2P1,696.1,611.6,604,758.6,488.7,707.8,388.3,647.6,794.6,708.1,589.3,661.3,634.3,659.5,526.9,676.9,822.8,839.1,553.3
ZDHHC17,69.7,12.8,9.2,5.6,81.9,18,13,13.4,41.7,23.2,62.6,47.4,44.6,74.2,22.6,20.3,13.3,41.8,63.7
FOLH1,111.9,75,130.2,177.1,147.4,158.3,104.3,129.6,192.6,132.9,149.1,94.6,162.6,183.6,120.9,126.4,89,113.4,152.2
PMS2P3,25.8,19.5,11.3,14.5,23.9,14.7,22,12.8,21.2,23.8,15,21.1,21.4,23.3,23.1,27.7,16,17.8,25.6
IL6R,44.4,7.2,19.7,21.5,15.4,10.1,26.2,6.5,27.8,8.5,56.6,10,21.5,10.9,10.3,11.1,9.8,7.5,30.7
AL049301,42.1,58.2,78.3,66.5,22,14.5,89.7,30.3,69.7,28.7,17.7,42.6,42.4,49.3,102.7,18.3,106.6,60.3,36.6
COX7C,9128.3,14093.3,14441.1,13335.9,9384.5,12161.9,12863.7,12967.1,6965.6,11245.3,12014.5,11487.2,10116.4,11078.4,9186.8,8122.7,11186.2,12461.4,12618.9
PTENP1,465.3,472.5,495.4,479.7,567.6,369.5,426.9,394.6,683,529,469.5,546.3,468.2,490,502,464.6,462.7,555.5,471.6
NCR2,126.8,131.1,189.6,144.8,233.6,214.4,230,211.6,65.4,151.4,172.1,221.7,50.6,149.9,121.4,141.7,122.1,216.6,157.1
PTENP1,42.8,72.4,16,87.6,18.6,54.5,15,13.3,38.6,66.8,107.3,26.4,44.5,80.1,27.1,14,36.2,40.5,50.5
CALCA,32,70.6,60.7,23.3,87.7,85.1,159.9,139,63.4,65.4,34.1,186.1,35.4,23.7,54.6,99.5,102.8,110.2,63.7
IDE,382.5,292.8,384,478.6,378.4,282.7,247.5,271.8,345,336.9,453.2,388.3,362.3,484,431,399.3,278.8,320.1,272.5
TYMP,32.7,55.9,30.8,52.4,96.4,22.5,20.4,97.9,37.7,40.6,32.5,26.7,63.4,9.7,79.2,60.6,22.4,27.6,75.4
BG389073,32.7,38.2,11.1,17.6,32.4,12.2,36.9,49,20.1,19.9,61,10.2,101.7,35.5,29.3,82.7,9.7,83.7,68.3
217499_x_at,790.9,831.2,798.9,796.8,798.5,910.7,966.1,825.4,812.3,728.9,787.4,782.9,680.3,576.1,704,677.7,684.2,773.8,822.8
TIAL1,18,14.1,17.5,68.8,127.6,66.5,75.7,18.6,124,15,35.7,57.9,120,19.5,58.4,78.6,74.7,21,77.4
CIAO1,595.9,633.1,553,295.6,386.1,796,404.6,321.7,554.1,368.9,272.1,386.9,485.2,280.8,691.7,347.7,473.7,475.4,607.4
IFIT2,416.2,221.8,230.2,402.4,518,161.4,200.3,181.3,222.5,218.8,179.3,422.2,197.4,347.8,160.8,697.1,296.5,273.9,229.3
STK17B,96.1,114.4,83,117,120.9,134,110.9,108.3,110.3,80.3,104.9,86,81.6,122,85.1,104.3,86.7,84.7,68.5
ABCA6,8.5,6.6,10.5,4.1,13.8,23.8,20.2,18,14.3,7.6,9.8,2.2,9.8,8.9,5.2,5.5,9.7,4.5,11.3
KLHL23,23,7,9,30.1,14.6,40.3,12.6,1.3,2.5,21.1,4.9,0.6,2.3,23.2,30.3,24.5,1,12.5,15.3
LINC00667,254.7,325.4,333.3,343.2,299.6,374.4,290.9,356.1,404.6,258.1,330,264.7,431.3,479.8,514.9,238.4,208.1,246.1,313.9
SLC11A1,10,14.1,7.5,21.8,97.3,68.3,62,24.6,78.1,74.1,45.3,47.3,62.3,68.4,73.8,9,10.2,30.1,42
C18orf25,203,249.8,198.6,116.7,301.6,202.3,212.3,157.4,224.3,229.3,157.5,136.2,206.8,200,221.8,171.5,191.6,166.6,236.5
GRIK5,261.1,344.5,217.6,145.8,306.5,249.7,348.7,295.8,165.2,249.4,191.7,171.9,293,116.8,284.3,341.2,254.7,277.1,296.1
CRX,12.8,8.3,16.6,18.9,18,40.8,10,22.5,17.9,11.7,11.1,9.6,52.9,8.3,41.6,14.4,7.7,12.1,15.4
KAZALD1,49.7,6.9,96.2,164.8,17.1,48.4,45.2,43.2,81.5,54,12.2,21.9,17.3,68.9,24.2,58,71.7,81.1,60.6
KNG1,85.2,40.4,42.3,73.9,103.9,60.5,79.8,103.1,36.1,76.3,113.9,10.7,80.5,83.3,40.6,100.5,55.1,85.4,43.2
MILR1,5.1,25.6,5.4,56.4,4,10.1,35.8,16.7,12.4,30.7,27.6,4,48.4,9.5,11.8,12.7,5.6,40.6,7.5
BF509345,45.5,32.5,50.7,13.9,56.8,26.8,19.4,16.6,75.3,25.6,69.8,9.4,35.6,84.9,72.1,59.9,42.5,33.6,45.2
CACNA1S,138.3,64.7,94.5,49.8,76,155.3,114.5,29.2,133.2,110.6,38.2,26.1,117.9,90.9,170.7,113.4,20.8,118.6,41.1
ARVCF,49.8,172.7,378.8,472.2,59.6,302,77.8,371.5,377.7,371.5,353.1,347,63.9,86.9,296.3,192.9,137.3,287,165.3
SRPK2,24.7,19.6,21.4,37.7,94.6,164.7,35.4,21.8,27.8,23,25,72.9,78.3,24.1,14.1,40.9,65.8,28.6,18
MYOF,164.7,127.7,124.4,37.7,143.4,114.6,126.2,95.2,121.6,85.6,61.9,158.5,177.1,95.2,85.5,123.3,90.9,133.1,92.5
217519_at,38,5.9,11.3,5.2,8.5,33.7,8.6,3.7,24.8,28.7,42.9,3.7,41.6,6.6,8.4,3.5,37.8,5.1,12.3
LOC283683,123.1,111.6,72.9,158,193.2,147.5,153.6,142.9,226,137.1,169.5,105.4,130.3,170.2,154.4,91.3,177.6,114.4,180.9
N54942,99.3,38.9,36.1,94.2,158,159.6,75.5,84.9,61.2,131.9,19.1,19.2,34,41.5,118.5,116.8,56.8,46.6,28.9
KCNV2,45,6.1,4.3,48.8,21.9,61.7,11.9,4.4,102.5,51.2,10.1,4.9,66.4,18.6,3.3,37.6,6,23.6,15.4
CD44,684.7,415.3,461.4,432.3,743.6,424.2,514.6,480,454.2,610.3,349.8,772.9,768.7,807.1,723.4,1001.1,455.7,500.1,483.5
217524_x_at,23.6,12.3,22.9,61.4,8.8,6.2,30.6,18.7,17.6,12.9,1.8,0.6,25.1,26,25.7,39.6,5.1,25.6,18.9
OLFML1,64.1,92.1,42.6,111.9,114.9,95,93.7,14.9,156.8,44,98,65.5,125.1,105.9,44.8,71.2,73,70.3,58.1
NFATC2IP,1218.5,662.2,605,487.1,649.3,804.5,734.6,688.9,584.2,495.7,466.7,937.2,816.4,804.5,779.8,579.8,516.9,505.7,393.3
NFATC2IP,1149.9,1150.1,823.8,807.6,1253.3,1280.7,1215.7,1241.1,909.9,685.8,564.8,1170.9,1092.4,1201.6,868.9,863.3,676.6,726.3,611.7
CLCA2,5,3.7,1.5,13.2,51.8,4.3,4.8,10.4,5.5,1.2,6.2,3.9,20.3,28.9,35.7,7.1,13.9,3.2,1.9
ORAI2,118.1,95.2,85.7,99.1,79.6,108.8,92.4,105.2,111.5,73,99.9,61.2,93.8,71.5,126.4,122.7,84.8,87.5,90.9
SLC34A1,13,33.4,28.2,12.7,52.8,12.8,60.8,60.9,15,20.2,89.6,4.7,28.2,76.3,98.7,10.8,9,12.6,91.1
217531_at,40.3,9.4,29.8,9.1,38.3,8.5,54.8,38.5,68.9,58.3,53.8,12.5,17.4,8.7,9.8,11.9,14.7,35.3,46.5
217532_x_at,15.6,11.3,33.7,23.4,9.5,29.6,30.9,7.4,38.8,49.3,12.2,23.5,36.9,35.5,4.7,27.2,27.2,10.9,21.2
217533_x_at,43.5,46.3,15.5,35.3,78.9,40.8,53.8,28.9,97.6,46,51.4,12.1,82.6,80,16.6,22.4,9,40.4,59.6
FAM49B,114.6,90.4,116.4,72.1,10.2,63.5,30.1,124.6,38.9,15.8,22.9,44.5,79.8,25.3,85.6,25.5,38.5,34.9,26.5
FAM49B,99.1,49.7,26.7,38.4,27.8,74.1,8.2,23.5,79.2,54.1,32.6,65.2,66.7,31.4,68,32.8,49.5,58.8,34.8
217536_x_at,21.1,4.6,16,29.2,2.2,21.6,31.2,4.3,1.5,2.4,26.1,1.9,24.7,7.3,11.3,1.7,4,1.7,1.9
217537_x_at,71.3,7.4,8.1,18.8,35.5,5.8,18.5,7.3,14.5,5.1,10.6,2.4,5.4,11.8,6.3,5.4,35.6,7.7,3.6
SGSM2,14.2,43.3,12.9,77.1,14.9,61.1,46.7,16.9,62.2,55.3,33.8,12,144.4,77.6,18.6,11,37.3,41.8,10.9
C18orf25,112.2,55.3,98.2,81.9,73.6,33.5,13.7,16.7,26.9,73.8,72.1,71.2,114.3,103.8,63.8,102.9,62.6,75.6,89.1
NXPE3,49,14,34.3,72.8,24.5,15.8,32.5,50.3,55.9,43.3,26.8,16.1,56.7,18.8,12.8,44.1,22.5,22.5,33.3
ZNF816,273.9,204,223.3,271.2,266.9,262.6,258.1,275.6,317.7,206.6,241.8,199.1,168.3,190.2,163,295.7,119.6,204.7,156.3
MDM2,81.9,67.2,46.3,114.7,38.1,121.4,57.2,96.8,139.4,38.7,134.6,13.2,61.6,102.5,135.6,55.1,57.1,48.9,80.3
MBTPS1,476.6,307,337,219.2,616.9,353.2,348.1,323.5,511.4,468.5,486.8,308.4,509.3,462.7,476.9,518.8,250.1,371.8,371.1
217544_at,77.6,33.3,77.6,69.3,61.7,79.8,5.2,88.1,106.8,55.2,84,33.3,60.1,81.3,100.9,34.2,21.9,13,50.3
MYH14,80.5,20,79.2,91.8,42.7,18.9,37.4,13.9,20.3,14.3,14.7,12,81.4,38.5,78,62.9,14.7,38.6,61.3
MT1M,4.6,4.7,7.4,4.1,11,10.5,5.9,11.7,11.8,6.9,6.9,7.7,19.4,9.2,8.1,13.2,4.1,8.8,4.3
ZNF675,59.7,49.3,50.6,59.9,33.1,20.7,22.9,31.4,63,49.8,62.8,4.9,69.1,40.3,49.6,28.7,51.9,30.5,36.2
217548_at,138,118.7,54.6,155.3,142.2,166.7,123.6,124.6,47.6,105,81.5,42.9,153.2,149.4,191.9,103.6,62.9,62.9,121.9
AW574933,68.9,20.9,102,42,36.7,59.7,53.8,35.1,44.7,97.2,19.3,34.3,90.4,74.3,154.3,81.7,37.3,20.3,20.6
ATF6,212.8,294.1,285.8,333.1,152.7,245.6,269.4,341.8,383.9,345.1,307.4,156,310.8,350.4,315.7,176.5,301.2,277.4,326.4
OR7E14P,782.1,744,649.6,682.7,596.8,613.9,455.6,369.9,591.5,548,495.3,612,376.4,344.9,379.2,413.2,573.8,552.5,501.6
CR1,11.8,20.1,8.2,40.7,43.6,6.1,1.9,24.3,7.8,24.2,14.6,25.3,21.9,45,40.8,28.3,6.5,29.3,13.5
STEAP1B,240.1,367.2,381.7,371,175.3,305.9,380.6,377.8,262.2,316.4,222.2,186.9,331.3,350.8,351.4,167.3,353.8,397.4,384.4
AV719355,290.2,226.2,153.8,214.4,129.3,261,180.1,139.9,283.6,193.9,188.7,150.9,380.5,310.4,329.9,219.7,185.1,158.8,147.5
SMC1A,45,33.1,44.3,30.6,23.5,37.1,30.9,36.6,21.3,18.4,66.7,13.1,13.6,23.2,15.5,12.1,13.9,4.1,8.9
CLCN4,62.9,67.8,59.2,36.8,132.5,72.3,64.6,61.9,11.2,66.8,44.7,157.9,12.6,44.9,49.5,21.8,71.4,69.8,57.9
CPM,116.3,34.9,88.3,129.1,72.4,163.4,118.1,184,131.2,77.6,177.3,77.4,139,116.8,203.7,121.3,123.7,121.5,174.1
CYP2C9,71.5,77.5,51.5,89.6,100.3,129.1,60,62,68.9,67.8,93.3,64.1,72.8,97.1,35,70.4,108.1,80.5,68.6
RPL10L,19.1,51.7,178,192.5,56.5,180.1,153.8,150.5,37.4,153.6,150.7,28.2,150.6,137.4,124,92.4,160.2,90.5,175.2
GGA1,207,129.4,203.9,123.9,133.7,133.6,102.9,76.3,191.9,121.1,121.9,57,49.3,97.2,81.6,80.8,128.3,117.7,78.7
CALCA,841.6,509.3,395.8,362.9,726.8,516.5,440.4,261.6,606.3,427.2,360.5,506.1,360.6,457,349.7,618.5,551.7,529.9,486
BRINP3,5.1,2.4,1,2.9,5.7,5.6,4.4,10.1,3.7,1.2,6.2,2.2,4.9,6.4,3,4.6,2.5,3.7,28.9
CLOCK,72.3,78.5,56,78.1,81.9,109.1,79.7,67.2,82.4,78.9,107.4,65.8,78.2,129.1,92.8,113.5,90.1,70.4,108.7
CPS1,37.8,57.5,42.3,6.9,10.5,70.1,72.7,9.8,93.2,19.9,82.9,30.5,49.4,27.8,75.8,24.3,5.6,36.7,54.8
GRIA3,63.6,23.3,12.8,114.3,4.3,73.1,97.3,70.4,15.2,6.8,60.4,17.2,50.4,31.6,55.7,84.4,11.2,42.1,16.4
TGM4,63.9,83.2,35,45.7,64,47.6,73.7,47.1,79,66.7,69.4,49.2,36.3,53.1,96,57.2,74.4,63.1,51.8
TGM4,132.3,111.2,49.3,67,70.8,56.8,73.1,125.7,130.1,8.2,85.5,126.3,101.9,40.1,126.5,106.1,97.1,97.3,72.6
EDDM3A,90.2,89.3,88.5,97.6,118.1,138.6,113.9,98.6,229.7,104.2,173.2,76.8,141.4,125.8,86.6,101.2,75.2,98.7,60
217569_x_at,98.5,71.8,68.4,55.9,143.4,98.2,73.1,28.8,129,46.7,151.5,53.6,39.7,38,55.3,96.8,84.3,64,63.1
AV718487,9.2,10.5,6,10.8,7.9,7.5,8,13.6,12.7,10.9,18.2,11.9,9.4,4.7,21.2,7.8,7,10.6,36.9
AV661138,72.4,51.2,11.2,9.7,4.3,16.2,9,11.3,18.4,10.6,4.7,3.6,7.5,4.2,14.9,7.9,8.7,6.7,5.6
217572_at,4.9,13.4,4.3,17.8,8.3,8.8,6.9,19.1,5,5.8,22.1,4,4.2,12.3,17.9,7.5,4,4,4.7
GRIN2C,49.8,135.4,147.3,99.7,181,94.2,65.2,112.5,122.3,99.4,156,79.3,89.7,184.9,196.4,54.4,76.7,98.7,170
CDH8,36.8,35,31.9,29.4,43.4,50.4,17.7,19.2,35,49.7,51.7,15,70.5,46.8,47.2,44.9,31.6,44.2,35.4
SOS2,51.2,3.5,6,6.9,20,23.9,8.2,5,11.6,8.6,68.4,7.4,28.8,17.1,4.2,6.5,13.5,5.1,41.9
SOS2,49.7,32.6,12.5,104.3,27.9,45.7,42.5,27.6,23.8,55.6,56.2,31,40.8,9.7,11.6,14.2,9.7,49.7,9.7
AW576871,63.9,7.2,11.5,38.6,11,72.3,25.3,6.8,69.1,36.6,29.6,8.8,54.3,80.9,31.5,89.4,29.3,35.4,74.4
AI679024,33.3,59,22.5,23.9,85.6,42.4,13.9,10.6,36,27.6,18.1,7.5,69.8,53.9,54.8,53.1,45.9,8.4,39
217579_x_at,470.6,318.7,334.1,336.4,276.9,190,208.5,211.1,282.4,212.2,202.7,366.3,416.8,381.1,396.2,266.9,170.8,192,205.4
217580_x_at,118.5,268.1,246.4,312.2,332.3,188.5,167.6,354.3,392.5,414.2,323.6,278.4,252.5,262.7,337.9,195.2,215.7,317.1,252.9
217581_at,24.3,46.1,53.5,17.5,10.6,11.8,7.9,10.3,20.9,13.7,19.8,7.5,40.5,31.4,24.1,5.6,22.1,40.6,15.6
217582_at,5.5,50.3,26.5,40.1,9.9,11,30.1,61.7,58.7,24.6,8.5,4.7,36.2,48.1,27.5,77,22.7,44.8,65.3
PAH,34.4,51.3,11.7,77.2,11.2,42.3,50.2,84.4,74,40.2,89.9,4.1,68.6,21.1,10.5,36.5,35.5,36.3,78.5
NPC1,48.8,32.8,22.5,128.2,106.1,37.9,18.5,17.5,73.2,14.5,56.4,90.4,81.6,123.7,18.4,50.5,13,67.4,32.7
NEBL,66.5,52.1,67,76.6,6.3,58.2,15.5,40.2,117.1,58.1,73.7,57.5,34.1,37.5,26.5,79.3,58.4,7.2,11.1
217586_x_at,272.4,157,155.6,288,183.6,111.2,113.9,104.4,231.1,155.1,111.8,229.5,202.4,342.7,108.1,198,89,133.3,173.5
217587_at,57.7,9.4,46.3,10.2,20.7,48.8,12.6,14.1,13.2,18.4,17.9,10.1,61.4,22.4,35.5,58.6,10.3,71.8,11.9
CATSPER2P1,12.4,15.5,17.3,73.3,26.1,16.4,66.2,50.4,30.2,53.8,78.4,21.7,24.6,30.4,79.6,31.2,5.4,11,27.6
RAB40A,9.8,13.2,37.4,12.8,12.2,25.4,8.9,7.7,59.6,19.1,25.9,10.3,11,24.5,13,49.3,13,11,13.1
TRPA1,54.5,42.1,70,107.2,18.9,71.6,21.6,22.7,148.9,18.9,70.9,88.3,60.3,30,66,17.6,16.6,14,9.6
BF725121,565.6,278.6,285.6,221.7,281.2,241.7,189.8,180.4,294.3,201.3,179.1,275.7,229.8,217.7,213.8,238.6,107.7,128.2,183.8
ZSWIM1,214.2,212.9,243.4,243.5,232.5,259.3,294.7,393.7,321.5,259.6,241,282.1,260.3,306.5,243.1,256.4,210.7,246.6,278.3
ZSCAN18,99.6,137.5,124.1,145,42,181.8,181.9,195.6,220.7,142.9,187.3,25.8,124.7,161.4,117.6,100.7,189.8,161.8,142.2
ZCCHC11,24.9,8.8,7.4,3.3,24.1,23.3,27.4,5.6,20.9,5,37.5,9.8,7.3,24.6,5.2,19.4,10,12.2,23.6
GSPT1,101.6,68.3,89.5,74.1,103.5,72.4,29.1,53.2,80.3,64.1,60.3,59.8,102.3,119,68.7,112.6,46.8,90.4,86.4
UPF3A,12.3,10.3,13.3,22.8,8.7,5.5,17.3,17.4,8.2,11.5,5.8,6.2,10.3,16.5,7.1,16.9,10.1,17.6,16.6
RAB40B,64.3,62.8,150.3,103.4,43,86.6,147.9,131.2,78.7,117.5,188.1,63.1,122,74.9,61.9,48.8,69.6,71.6,75.2
217598_at,160.3,117.8,113.2,152.5,67.6,127.5,67,121.6,74,130.2,94.1,80.4,106.6,158.5,114.4,121.4,166.1,123.5,141.8
MDFIC,77.5,40,15.3,5.3,116.8,12.3,27.4,24.1,41.8,39.2,28.6,36.6,72.6,69.4,38.8,55.9,31.2,31,52.6
SCUBE3,69.6,107,38.7,97.4,50,13.7,24.9,26.7,9.3,27.3,19.4,9.2,89.6,14,50,94,36.1,7.6,7.7
NUP188,14.6,31.6,85.3,5.5,19.7,25.3,28.8,59.5,82,27.6,20.7,9.4,12.1,59.1,44.7,13.5,6.8,30.3,16.1
PPIA,96.3,77.9,86.5,56.9,94.5,45.6,7.2,7.9,72.3,70.3,57.4,7.4,74.7,55.2,78.9,99.4,48.1,61.8,65.9
ATP6V0A2,128.5,98.1,107.6,106.3,123.9,99.4,119.3,140.9,163.2,122.5,105.7,45.8,103.7,81.6,140.3,109.6,80.2,144.6,114.1
217604_at,138,57.2,79.8,116,150,106.3,67.8,75.5,95.7,106.2,119.7,111.1,104.4,181.4,107.9,96.9,127.8,85.6,83.6
USP27X,71.7,98.9,34.1,108.3,164,73.8,15.9,55.6,109.2,52.9,120.6,101.7,110.7,127.4,95.5,140.7,76.3,78.4,88.3
AI653960,204,133.5,131.5,105,273.7,166.5,199,192.7,158.9,130.9,157.4,154.1,186,179.7,298.1,225.3,157.8,149.9,195.7
EIF4G2,88.3,68.7,29.9,36.9,48.2,8.3,4.6,31.7,94.5,78.5,85.5,43.4,41.6,10.2,96.8,72.4,60.8,56.1,46.2
